complaint_text,category
I'm writing because the product arrived with scratches on it.,Product Quality
My account details were changed without my permission. Order #34264.,Account Issue
"To whom it may concern, i was charged twice for my platform.",Billing Issue
Ticket 94761: Your service is absolutely good.,Feedback
I am getting targeted ads based on my voice conversations. Order #13099.,Privacy & Security
I noticed unrecognized devices logged into my account just now.,Privacy & Security
Issue: I haven't received my platform yet.,Shipping & Delivery
Issue: This item is very poorly made.,Product Quality
"To whom it may concern, i can't connect to the wi-fi network.",Technical Issue
I'm writing because the signature confirmation was faked by the driver.,Shipping & Delivery
Why are you tracking my location?,Privacy & Security
Half the pieces were missing from the box. Order #39105.,Product Quality
I suspect someone else accessed my account. Order #40653.,Privacy & Security
Status says delivered but I have nothing on my porch. This is urgent.,Shipping & Delivery
Hello. The biometric login on the unit failed and locked me out.,Privacy & Security
Ticket 17713: My personal information was leaked a month ago.,Privacy & Security
Ticket 16075: Keep up the wonderful work!,Feedback
Ticket 93572: You sold my email address to third parties.,Privacy & Security
There is a bug when I try to save my settings.,Technical Issue
The new layout you launched on Thursday is frustrating.,Website/App Usability
"To whom it may concern, this is the most buggy app i've ever owned.",Product Quality
Ticket 6323: I haven't received my cable yet.,Shipping & Delivery
I'm writing because the software update broke my service.,Technical Issue
A hidden fee of $20 was added last week. This is urgent.,Billing Issue
This service is very poorly made.,Product Quality
The service keeps crashing every time I use it.,Technical Issue
I'm writing because the agent had no idea how to troubleshoot the service.,Customer Support Experience
Ticket 11179: I'm receiving a fatal error when syncing.,Technical Issue
Ticket 73782: I keep getting locked out after one failed login attempt.,Account Issue
The unit broke after one use. This is urgent.,Product Quality
Hello. My credit card info was stolen on Wednesday after using your site.,Privacy & Security
Ticket 96358: My system was supposed to arrive on Friday.,Shipping & Delivery
Ticket 99766: I have been waiting for my upgrade since last week.,Service Delay
"Hi, your website is very defective to use.",Website/App Usability
The navigation menu is very confusing. Order #94143.,Website/App Usability
"To whom it may concern, my password reset email is not arriving.",Account Issue
Hello. Thank you for the great service yesterday.,Feedback
I'm writing because my order was supposed to arrive on wednesday.,Shipping & Delivery
I can't find the search button on your new website. This is urgent.,Website/App Usability
The tracking information hasn't updated in days.,Shipping & Delivery
Hello. My personal information was leaked last month.,Privacy & Security
The representative I spoke with recently was very rude. Please help.,Customer Support Experience
"To whom it may concern, the installation was supposed to happen earlier today but no one showed up.",Service Delay
Issue: The biometric login on the connection failed and locked me out.,Privacy & Security
Issue: The delivery driver threw my package over the fence.,Shipping & Delivery
Ticket 75354: I suspect someone else accessed my account.,Privacy & Security
Ticket 20257: There is an unauthorized charge on my account.,Billing Issue
The biometric login on the platform failed and locked me out. Please help.,Privacy & Security
Ticket 92137: My credit card info was stolen two days ago after using your site.,Privacy & Security
My invoice from yesterday has the wrong amount. This is urgent.,Billing Issue
Can you explain the prorated charge from on Tuesday? This is urgent.,Billing Issue
I'm writing because my account details were changed without my permission.,Account Issue
The new layout you launched two days ago is confusing. This is urgent.,Website/App Usability
Ticket 36436: I keep getting disconnected from the server.,Technical Issue
I received a phishing email from your domain. Please help.,Privacy & Security
"To whom it may concern, the agent had no idea how to troubleshoot the device.",Customer Support Experience
The new layout you launched this morning is subpar. This is urgent.,Website/App Usability
Issue: This is the most useless app I've ever owned.,Product Quality
I'm writing because the order broke after one use.,Product Quality
I was billed for an upgrade I never requested on the package. This is urgent.,Billing Issue
Ticket 68634: The representative I spoke with on Thursday was very rude.,Customer Support Experience
"Hi, links on the homepage are leading to dead pages.",Website/App Usability
I'm writing because i was hung up on over the weekend when explaining my issue.,Customer Support Experience
How do I update the email address on my profile? This is urgent.,Account Issue
This is the most disappointing machine I've ever owned. Order #94489.,Product Quality
Ticket 59333: It doesn't work as advertised.,Product Quality
"Hi, stop charging my credit card for the connection!",Billing Issue
Ticket 18980: My package was delivered to the wrong address.,Shipping & Delivery
The manager I spoke to recently was unhelpful.,Customer Support Experience
I received a defective order. Order #97501.,Product Quality
I'm writing because thank you for the wonderful service earlier today.,Feedback
"To whom it may concern, five stars for the superb support team!",Feedback
I have been waiting for my upgrade since on Monday.,Service Delay
My personal information was leaked on Friday. Order #11999.,Privacy & Security
Issue: The product does not match the description.,Product Quality
I'm writing because the app drains my battery very fast.,Website/App Usability
I'm writing because the mobile version of your site is broken.,Website/App Usability
Issue: The material of the account feels cheap.,Product Quality
"Hi, the signature confirmation was faked by the driver.",Shipping & Delivery
